Date,Open,High,Low,Close,Volume
2020-10-15,979.46,983.5,969.17,970.29,28694787
2020-10-16,973.61,975.24,973.18,973.37,30118435
2020-10-19,978.52,995.06,972.03,974.77,43177208
2020-10-20,952.21,959.43,943.16,955.11,26992018
2020-10-21,963.39,975.19,955.34,961.64,10556452
2020-10-22,973.25,977.6,959.83,971.74,28441318
2020-10-23,981.71,994.09,987.11,991.07,20110487
2020-10-27,1020.44,1020.68,998.95,1010.26,11865999
2020-10-28,991.97,990.92,982.71,985.61,12562635
2020-10-29,967.44,970.44,953.08,969.37,14479622
2020-10-30,973.36,988.34,973.85,978.75,41417182
2020-11-02,989.91,989.84,981.19,988.19,28862973
2020-11-03,998.18,1004.54,993.02,997.75,11785932
2020-11-04,1069.24,1072.3,1066.29,1067.34,41132737
2020-11-05,1079.76,1083.81,1061.87,1078.73,32026790
2020-11-06,1104.0,1115.92,1096.75,1101.21,30054520
2020-11-09,1128.67,1124.1,1111.07,1120.56,17215841
2020-11-10,1137.37,1145.0,1120.71,1134.15,34697894
2020-11-11,1122.25,1132.18,1110.46,1128.17,14939139
2020-11-12,1151.82,1154.98,1144.0,1144.03,42250890
2020-11-13,1137.83,1134.08,1119.44,1128.57,17664860
2020-11-17,1141.94,1125.43,1112.16,1124.22,33599292
2020-11-18,1108.58,1114.97,1108.22,1114.84,23392486
2020-11-19,1118.29,1123.94,1112.59,1116.93,22866316
2020-11-20,1151.79,1169.95,1152.45,1163.91,11445860
2020-11-23,1128.37,1126.35,1110.09,1125.26,44480235
2020-11-24,1136.49,1143.43,1134.48,1139.61,9675195
2020-11-25,1117.63,1114.84,1099.19,1106.98,35576146
2020-11-26,1093.77,1101.86,1080.57,1098.02,13131526
2020-11-27,1110.53,1126.46,1115.23,1119.99,30734757
2020-12-01,1119.09,1125.08,1118.72,1121.73,5384903
2020-12-02,1089.55,1115.62,1097.41,1100.42,38266625
2020-12-03,1090.77,1090.16,1073.18,1086.69,31331850
2020-12-04,1089.06,1102.4,1092.9,1100.42,23545623
2020-12-07,1086.54,1094.5,1082.78,1086.39,44076412
2020-12-08,1079.72,1103.44,1087.02,1091.06,12249433
2020-12-09,1090.64,1107.78,1092.01,1092.39,19659576
2020-12-10,1088.88,1093.19,1075.19,1080.01,6540710
2020-12-11,1124.14,1133.45,1099.41,1122.12,41900818
2020-12-14,1130.48,1140.39,1132.69,1135.38,34278566
2020-12-15,1094.27,1116.84,1092.33,1094.44,9294329
2020-12-16,1098.65,1103.51,1088.43,1098.55,12750981
2020-12-17,1088.48,1087.51,1082.55,1085.91,39754160
2020-12-18,1095.46,1116.61,1101.2,1103.0,40513916
2020-12-21,1090.93,1105.17,1072.43,1087.71,17772955
2020-12-22,1071.22,1103.81,1072.23,1085.9,19588701
2020-12-23,1092.75,1106.8,1092.12,1096.2,49886470
2020-12-24,1111.01,1122.85,1112.39,1113.73,39321560
2020-12-28,1093.56,1095.28,1089.47,1090.11,43063840
2020-12-29,1084.1,1090.73,1080.06,1083.98,5434368
2020-12-30,1067.59,1079.89,1073.47,1075.15,16954802
2020-12-31,1057.7,1069.89,1056.48,1062.93,32086597
2021-01-01,1098.23,1097.17,1087.22,1097.14,21370193
2021-01-04,1105.13,1107.08,1100.06,1105.57,44631881
2021-01-05,1077.79,1084.84,1075.48,1080.92,24611739
2021-01-06,1096.58,1105.34,1092.15,1099.22,6167498
2021-01-07,1145.61,1150.36,1133.46,1141.64,30682400
2021-01-08,1160.31,1164.14,1157.44,1163.32,25568512
2021-01-11,1131.47,1145.35,1129.68,1131.97,31654028
2021-01-12,1134.73,1132.8,1115.18,1122.55,37338259
2021-01-13,1140.42,1150.38,1148.29,1148.6,41488243
2021-01-14,1123.93,1140.94,1130.3,1134.43,42387970
2021-01-15,1148.43,1161.03,1139.22,1143.95,49113896
2021-01-18,1156.41,1161.12,1158.53,1160.35,47474189
2021-01-19,1139.64,1142.57,1139.58,1141.46,22015582
2021-01-20,1136.23,1154.5,1133.88,1140.69,34684186
2021-01-21,1073.2,1080.02,1073.08,1074.6,35472592
2021-01-22,1063.64,1063.86,1042.14,1055.21,31031542
2021-01-25,1055.05,1066.43,1046.71,1050.84,11877037
2021-01-27,1032.09,1037.7,1025.32,1027.66,26185116
2021-01-28,1050.77,1063.19,1056.09,1058.26,13457123
2021-01-29,1025.5,1033.31,1029.45,1031.44,13805348
2021-02-01,1009.16,1031.55,1023.18,1023.69,32532185
2021-02-02,1022.36,1029.57,1022.57,1026.51,29810292
2021-02-03,1058.59,1062.73,1046.18,1053.55,24744597
2021-02-04,1029.39,1042.22,1021.4,1026.74,15448643
2021-02-05,1047.49,1061.6,1038.56,1048.65,31829829
2021-02-08,1049.14,1053.36,1040.51,1049.26,45858099
2021-02-09,1027.59,1040.38,1027.12,1031.14,36413908
2021-02-10,1041.19,1041.3,1037.2,1040.13,17410534
2021-02-11,1048.27,1059.04,1037.84,1044.27,30188819
2021-02-12,1025.06,1036.08,1022.69,1033.41,6653005
2021-02-15,1036.67,1036.34,1031.34,1035.12,31878179
2021-02-16,1033.15,1032.19,1026.87,1028.36,30855021
2021-02-17,1028.73,1044.02,1025.96,1030.87,20799439
2021-02-18,1047.23,1047.86,1038.92,1043.57,26726547
2021-02-19,1088.89,1078.36,1070.23,1073.78,10280156
2021-02-22,1049.73,1060.11,1042.49,1050.28,20925767
2021-02-23,1093.18,1116.1,1090.76,1091.03,32579735
2021-02-24,1049.24,1053.36,1045.98,1053.13,18072770
2021-02-25,1051.62,1065.57,1045.85,1050.67,33814808
2021-02-26,1064.66,1076.34,1047.04,1062.22,30176338
2021-03-01,1069.05,1071.92,1064.94,1068.01,23921824
2021-03-02,1051.08,1061.56,1053.93,1056.47,32270209
2021-03-03,1054.03,1056.89,1051.39,1052.94,27283342
2021-03-04,1051.64,1052.35,1021.52,1044.01,41484731
2021-03-05,1035.67,1035.84,1030.46,1033.35,12818441
2021-03-08,1054.62,1056.0,1041.14,1049.57,5628373
2021-03-09,1055.49,1067.11,1055.93,1056.74,22410605
2021-03-10,1047.89,1044.82,1029.15,1043.98,13379482
2021-03-12,1062.78,1063.03,1060.62,1061.3,6157260
2021-03-15,1062.52,1075.1,1060.49,1067.6,14764128
2021-03-16,1085.37,1090.81,1075.7,1083.64,29639364
2021-03-17,1090.92,1098.35,1091.54,1096.36,20299289
2021-03-18,1077.02,1083.62,1079.43,1080.44,44786906
2021-03-19,1070.99,1077.8,1064.54,1069.98,8581311
2021-03-22,1086.41,1091.77,1069.71,1084.8,27935373
2021-03-23,1090.63,1110.25,1094.33,1097.15,25561047
2021-03-24,1102.95,1099.55,1081.08,1097.17,37726850
2021-03-25,1103.08,1100.12,1092.77,1099.93,43736622
2021-03-26,1121.7,1132.4,1121.33,1125.67,34487730
2021-03-30,1105.56,1135.74,1110.84,1114.13,33735023
2021-03-31,1124.73,1133.51,1122.0,1125.55,17079806
2021-04-01,1119.4,1128.51,1104.6,1121.9,39904525
2021-04-05,1118.58,1120.47,1115.46,1117.95,13582299
2021-04-06,1138.44,1141.12,1132.8,1140.51,19958251
2021-04-07,1146.29,1162.69,1157.46,1157.91,19877072
2021-04-08,1173.05,1190.02,1162.12,1175.33,43030119
2021-04-09,1201.58,1208.51,1202.92,1203.42,14578672
2021-04-12,1208.18,1212.01,1187.94,1204.36,21387412
2021-04-13,1215.36,1231.86,1207.45,1219.62,16354168
2021-04-15,1223.48,1216.15,1212.7,1213.3,34908822
2021-04-16,1209.19,1234.11,1211.57,1220.86,33575571
2021-04-19,1226.48,1223.04,1214.92,1218.49,44309759
2021-04-20,1219.74,1221.46,1204.47,1221.11,48946186
2021-04-21,1239.99,1250.63,1225.55,1234.68,24369656
2021-04-22,1217.48,1228.33,1201.77,1216.99,37904824
2021-04-23,1270.51,1270.73,1260.54,1263.31,30645793
2021-04-26,1238.54,1248.98,1238.52,1240.94,36666377
2021-04-27,1207.64,1216.26,1211.4,1214.31,41046153
2021-04-28,1248.92,1251.51,1221.22,1240.11,22459562
2021-04-29,1257.57,1268.51,1241.91,1258.28,31170235
2021-04-30,1274.33,1273.55,1250.33,1272.92,29091077
2021-05-03,1295.77,1292.24,1286.18,1287.82,43549859
2021-05-04,1281.41,1295.2,1285.01,1288.06,7931659
2021-05-05,1271.54,1269.56,1252.39,1267.77,38753974
2021-05-06,1266.26,1273.74,1255.0,1270.01,48663382
2021-05-07,1254.2,1263.34,1243.31,1255.03,42038234
2021-05-10,1278.02,1278.44,1275.34,1277.56,48893540
2021-05-11,1265.13,1285.62,1263.5,1274.69,26864581
2021-05-12,1251.37,1285.62,1250.34,1256.26,9084032
2021-05-14,1257.94,1253.86,1241.13,1249.5,39777477
2021-05-17,1264.86,1268.39,1253.16,1259.28,46849877
2021-05-18,1246.62,1270.58,1241.63,1247.01,33070760
2021-05-19,1230.54,1238.98,1223.66,1229.05,8554382
2021-05-20,1233.12,1241.06,1226.71,1234.94,12297881
2021-05-21,1249.3,1261.3,1229.91,1240.88,33854322
2021-05-24,1228.82,1230.25,1227.88,1230.05,42912279
2021-05-25,1221.52,1227.22,1208.22,1220.11,21562351
2021-05-27,1232.72,1227.49,1220.67,1225.7,43120293
2021-05-28,1189.6,1207.38,1187.38,1194.24,5499964
2021-05-31,1173.54,1170.48,1162.31,1164.46,7997493
2021-06-01,1141.07,1157.22,1139.02,1149.87,46133161
2021-06-02,1155.25,1150.34,1144.13,1145.91,11638784
2021-06-03,1150.63,1161.57,1147.88,1152.78,30171259
2021-06-04,1182.42,1185.02,1179.28,1183.86,21916781
2021-06-07,1191.25,1218.24,1192.0,1202.61,24720121
2021-06-08,1196.89,1202.72,1193.08,1199.62,41982693
2021-06-09,1193.45,1202.11,1195.77,1199.69,28100170
2021-06-10,1174.94,1181.27,1175.62,1178.52,13190219
2021-06-11,1177.79,1193.34,1170.69,1178.6,43636713
2021-06-14,1178.57,1181.24,1164.63,1172.95,43308849
2021-06-15,1181.46,1180.96,1175.18,1180.23,7627014
2021-06-16,1164.92,1164.81,1151.69,1163.13,29772234
2021-06-17,1168.04,1204.47,1168.48,1174.47,27713635
2021-06-18,1202.02,1210.23,1202.91,1207.34,15528542
2021-06-21,1216.3,1212.71,1185.33,1205.46,45867616
2021-06-22,1210.19,1218.8,1208.98,1214.66,39002060
2021-06-23,1240.43,1241.54,1229.93,1230.24,43857873
2021-06-24,1220.36,1222.95,1212.95,1221.84,49510632
2021-06-25,1227.27,1241.38,1218.07,1227.26,34225143
2021-06-28,1234.6,1237.06,1221.47,1228.03,47407575
2021-06-29,1238.51,1237.26,1227.8,1230.68,19123720
2021-06-30,1213.38,1232.24,1212.23,1214.05,7648191
2021-07-01,1212.71,1225.57,1193.31,1215.07,6348894
2021-07-02,1226.11,1230.84,1205.64,1226.45,44706422
2021-07-05,1261.1,1271.87,1252.86,1258.97,30222396
2021-07-06,1286.93,1281.92,1276.53,1281.22,36256552
2021-07-07,1331.41,1340.46,1302.12,1331.38,8550985
2021-07-08,1317.59,1318.62,1308.28,1313.53,29938881
2021-07-09,1345.61,1343.72,1329.06,1334.68,32299045
2021-07-12,1342.17,1346.52,1324.74,1339.62,39291982
2021-07-13,1395.12,1404.43,1388.66,1392.95,40353386
2021-07-14,1362.82,1376.93,1369.04,1373.25,48903390
2021-07-15,1335.24,1357.41,1351.51,1353.04,47725573
2021-07-16,1341.58,1349.21,1316.16,1338.98,22706306
2021-07-19,1287.72,1292.7,1280.41,1288.33,13776510
2021-07-20,1273.36,1297.71,1274.45,1276.65,23677518
2021-07-22,1261.25,1270.48,1254.6,1259.72,39239091
2021-07-23,1263.25,1263.87,1223.94,1263.63,29207963
2021-07-26,1279.08,1286.28,1250.7,1271.91,29188041
2021-07-27,1315.94,1316.21,1297.22,1315.37,13828325
2021-07-28,1333.4,1343.24,1335.32,1338.4,11927416
2021-07-29,1331.6,1336.3,1321.99,1325.04,43939633
2021-07-30,1302.72,1308.61,1303.67,1304.14,29137617
2021-08-02,1319.68,1318.18,1311.74,1316.21,7241105
2021-08-03,1282.39,1295.6,1279.6,1285.46,39874739
2021-08-04,1324.03,1340.97,1324.85,1328.35,15710632
2021-08-05,1357.65,1385.19,1340.61,1357.08,32730519
2021-08-06,1346.25,1352.4,1338.08,1346.16,35253569
2021-08-09,1308.32,1308.59,1300.84,1305.19,26452647
2021-08-10,1335.72,1339.6,1325.43,1337.52,36938643
2021-08-11,1323.04,1339.07,1330.49,1335.3,28831594
2021-08-12,1362.63,1369.28,1351.85,1365.58,10119641
2021-08-13,1332.21,1330.08,1321.26,1326.94,44308102
2021-08-16,1311.2,1314.92,1309.38,1313.15,39650021
2021-08-17,1312.18,1327.65,1306.12,1313.8,18224541
2021-08-18,1321.93,1326.03,1307.46,1315.44,47857257
2021-08-20,1300.66,1317.21,1298.15,1305.31,47021153
2021-08-23,1310.27,1334.37,1300.93,1320.46,23699008
2021-08-24,1294.58,1296.84,1293.8,1295.62,17750721
2021-08-25,1289.68,1314.76,1285.89,1292.81,17390870
2021-08-26,1289.87,1302.43,1295.11,1296.13,43144148
2021-08-27,1307.5,1322.23,1295.08,1308.65,34159511
2021-08-30,1329.2,1326.18,1318.31,1325.94,49432707
2021-08-31,1299.56,1310.01,1291.87,1299.62,21646014
2021-09-01,1266.2,1269.37,1262.29,1264.26,48238165
2021-09-02,1305.57,1302.54,1293.18,1293.84,21862611
2021-09-03,1299.87,1307.8,1301.14,1302.1,27840605
2021-09-06,1286.86,1287.53,1282.48,1285.07,13061792
2021-09-07,1318.11,1325.35,1320.24,1321.47,29653591
2021-09-08,1319.14,1328.9,1322.47,1324.75,49641994
2021-09-09,1349.44,1363.39,1336.31,1353.4,8235863
2021-09-10,1352.34,1373.1,1344.89,1355.58,15783675
2021-09-13,1408.94,1410.04,1396.63,1406.41,33817246
2021-09-14,1468.46,1465.54,1446.12,1451.41,42937462
2021-09-15,1440.31,1463.08,1435.21,1445.49,42723927
2021-09-16,1468.28,1483.09,1460.1,1471.34,37353996
2021-09-17,1488.55,1494.16,1478.58,1489.02,18748887
2021-09-20,1529.32,1531.23,1508.32,1526.3,41167193
2021-09-21,1502.38,1500.69,1493.15,1500.4,8275072
2021-09-22,1529.29,1530.52,1516.74,1519.53,15074698
2021-09-23,1530.3,1553.11,1528.77,1549.09,26595058
2021-09-24,1482.76,1514.82,1495.96,1500.67,13676514
2021-09-27,1465.67,1483.27,1457.6,1469.31,10932572
2021-09-28,1423.73,1421.22,1410.68,1415.96,33482724
2021-09-29,1398.62,1411.93,1402.44,1409.66,7145977
2021-09-30,1406.95,1431.67,1426.25,1428.43,49054069
2021-10-01,1471.82,1470.67,1463.83,1467.63,7226217
2021-10-04,1471.97,1477.08,1456.68,1470.18,39187163
2021-10-05,1505.61,1519.61,1512.83,1513.86,47304796
2021-10-06,1469.58,1487.15,1441.52,1476.86,25038018
2021-10-07,1425.23,1447.59,1430.03,1432.17,48964403
2021-10-08,1432.1,1432.76,1412.64,1431.31,13905865
2021-10-11,1437.26,1464.14,1427.87,1441.78,43145210
2021-10-12,1445.07,1453.05,1432.54,1441.51,31466281
2021-10-13,1368.62,1395.97,1383.26,1388.44,43703819
2021-10-14,1380.83,1392.47,1369.9,1386.77,27174126
2021-10-18,1347.13,1356.71,1344.48,1354.76,14869865
2021-10-19,1369.87,1375.48,1352.46,1371.63,32217757
2021-10-20,1377.51,1386.64,1370.93,1381.23,16287967
2021-10-21,1363.84,1365.32,1355.85,1358.42,32952543
2021-10-22,1333.88,1358.35,1334.17,1346.4,8561497
2021-10-25,1321.56,1325.59,1309.57,1321.26,29096114
2021-10-26,1323.99,1322.85,1311.59,1320.3,7870524
2021-10-27,1356.0,1350.76,1336.99,1343.53,37145513
2021-10-28,1317.05,1340.3,1314.64,1320.23,37848720
2021-10-29,1334.89,1334.14,1321.47,1332.73,42421725
2021-11-01,1308.64,1330.85,1307.63,1320.55,44661943
2021-11-02,1286.66,1313.76,1299.53,1302.23,21810950
2021-11-03,1305.73,1301.49,1296.57,1300.24,21990515
2021-11-04,1276.49,1298.72,1270.71,1276.53,41325466
2021-11-08,1271.77,1272.89,1245.91,1264.32,30308552
2021-11-09,1229.07,1242.87,1234.9,1237.57,5671253
2021-11-10,1285.16,1282.76,1262.22,1281.83,31719009
2021-11-11,1295.14,1286.56,1282.45,1283.15,37260205
2021-11-12,1270.17,1269.44,1253.64,1267.51,28465520
2021-11-15,1274.65,1280.11,1252.65,1272.89,11911616
2021-11-16,1270.88,1275.26,1261.56,1270.83,39560584
2021-11-17,1256.33,1271.48,1265.21,1266.28,11615379
2021-11-18,1289.47,1283.45,1267.84,1280.79,48660242
2021-11-22,1294.8,1306.45,1289.98,1298.77,27403427
2021-11-23,1290.13,1293.22,1281.28,1286.88,41816763
2021-11-24,1264.1,1283.59,1272.02,1274.06,25602307
2021-11-25,1260.78,1279.28,1265.58,1268.26,10015551
2021-11-26,1224.95,1221.43,1203.84,1216.22,29803477
2021-11-29,1181.47,1191.18,1176.59,1183.53,28413609
