Date,Open,High,Low,Close,Volume
2020-05-08,1303.11,1304.34,1282.41,1300.29,35550152
2020-05-11,1303.55,1319.06,1307.17,1312.52,21470704
2020-05-12,1294.49,1292.53,1278.61,1290.9,20008462
2020-05-13,1250.37,1264.77,1247.74,1254.54,23193316
2020-05-14,1264.52,1273.36,1259.26,1269.32,8706779
2020-05-15,1230.3,1247.88,1227.01,1236.33,11619441
2020-05-18,1242.46,1246.95,1228.91,1238.36,34840694
2020-05-19,1220.32,1238.13,1227.5,1230.62,29420739
2020-05-20,1236.83,1262.13,1229.63,1246.74,13954580
2020-05-21,1259.56,1280.17,1252.29,1263.3,5554999
2020-05-22,1243.6,1263.0,1236.4,1247.08,35585746
2020-05-26,1269.13,1268.04,1239.61,1265.17,26400100
2020-05-27,1259.12,1260.75,1255.31,1259.69,49743161
2020-05-28,1259.89,1265.19,1246.18,1260.45,29004995
2020-05-29,1251.4,1261.76,1247.12,1261.62,35796068
2020-06-01,1305.87,1318.51,1299.77,1307.38,16985074
2020-06-02,1289.57,1306.24,1299.75,1305.28,14992863
2020-06-03,1272.26,1272.88,1268.41,1270.75,13928684
2020-06-04,1260.86,1268.81,1244.71,1256.6,5575343
2020-06-05,1266.86,1291.23,1271.4,1271.82,15075659
2020-06-08,1268.8,1269.13,1251.0,1266.42,13857256
2020-06-09,1264.32,1280.01,1265.08,1267.1,19635087
2020-06-10,1266.48,1262.61,1255.27,1258.73,40544077
2020-06-11,1203.75,1203.67,1201.02,1202.38,10960445
2020-06-12,1181.6,1189.46,1178.99,1187.77,31227776
2020-06-15,1193.61,1201.95,1173.88,1186.66,35561651
2020-06-16,1158.19,1154.33,1148.11,1153.42,43582774
2020-06-17,1129.68,1135.84,1119.81,1132.01,43613561
2020-06-18,1128.98,1135.14,1123.99,1126.19,44575647
2020-06-19,1123.25,1125.09,1115.95,1120.56,6373716
2020-06-22,1125.57,1135.42,1113.94,1127.97,42829192
2020-06-23,1123.68,1127.92,1119.85,1123.31,5065783
2020-06-24,1131.45,1138.51,1111.27,1130.07,44680126
2020-06-25,1113.97,1130.14,1107.06,1117.75,48972653
2020-06-26,1129.42,1131.93,1109.9,1121.87,13668117
2020-06-29,1137.26,1154.57,1148.49,1148.62,24894539
2020-06-30,1158.18,1154.57,1153.29,1154.27,39457693
2020-07-01,1143.27,1151.42,1145.18,1150.28,22466079
2020-07-02,1131.89,1135.71,1126.03,1133.27,47022982
2020-07-03,1126.12,1137.48,1132.73,1135.19,38178048
2020-07-06,1124.11,1139.62,1128.92,1131.57,46940877
2020-07-07,1141.59,1157.19,1141.45,1142.09,12210795
2020-07-08,1109.54,1122.16,1095.55,1109.14,25255339
2020-07-09,1111.99,1120.77,1102.99,1106.13,32518361
2020-07-10,1111.66,1121.03,1110.2,1113.88,19112858
2020-07-13,1119.96,1128.54,1113.08,1116.52,20795052
2020-07-14,1110.86,1121.49,1107.58,1110.92,14677327
2020-07-15,1108.28,1115.28,1098.17,1105.09,15101869
2020-07-16,1080.07,1093.17,1084.6,1086.0,43695686
2020-07-17,1093.4,1102.59,1089.83,1092.91,34459103
2020-07-20,1102.71,1113.3,1086.35,1100.66,29247036
2020-07-21,1073.44,1084.85,1072.25,1076.11,8406936
2020-07-22,1091.68,1098.99,1079.94,1089.6,43733406
2020-07-23,1081.08,1092.76,1078.3,1078.51,39856207
2020-07-24,1069.57,1087.76,1063.23,1072.35,10240831
2020-07-27,1108.76,1115.3,1096.24,1104.48,38390952
2020-07-28,1120.07,1139.47,1116.53,1133.12,49621005
2020-07-29,1096.63,1108.15,1105.92,1107.23,19559576
2020-07-30,1079.29,1085.77,1083.54,1084.9,42621565
2020-07-31,1068.48,1067.97,1058.18,1066.98,40374839
2020-08-03,1090.25,1101.68,1089.37,1094.38,46212811
2020-08-04,1076.83,1100.71,1083.46,1084.08,16747394
2020-08-05,1058.37,1060.03,1055.72,1058.84,43759386
2020-08-06,1080.57,1082.32,1062.49,1080.03,33399149
2020-08-07,1087.15,1093.46,1084.76,1090.62,25397010
2020-08-10,1123.54,1131.94,1124.93,1130.23,40915818
2020-08-11,1141.31,1150.6,1134.01,1141.27,37401636
2020-08-12,1145.57,1141.6,1121.75,1141.03,15246070
2020-08-13,1139.03,1165.59,1144.37,1145.99,9664763
2020-08-14,1147.02,1146.68,1122.46,1138.02,16264233
2020-08-17,1158.85,1164.61,1158.51,1162.14,5453104
2020-08-18,1183.96,1192.53,1182.75,1187.74,27641487
2020-08-19,1158.8,1164.91,1153.61,1158.02,19844959
2020-08-20,1176.44,1191.68,1163.04,1175.83,14338119
2020-08-24,1143.12,1166.89,1142.38,1156.03,22668208
2020-08-25,1200.37,1205.96,1198.17,1201.02,9191180
2020-08-26,1234.09,1237.7,1214.26,1230.53,24664147
2020-08-27,1214.71,1212.51,1195.24,1208.5,24801233
2020-08-28,1212.78,1219.1,1210.37,1213.48,47579300
2020-08-31,1230.93,1240.8,1218.69,1233.13,25189189
2020-09-01,1225.61,1228.36,1218.36,1221.19,46786707
2020-09-02,1205.56,1201.92,1192.74,1194.86,44369695
2020-09-03,1197.72,1204.83,1183.52,1197.16,49999149
2020-09-04,1193.38,1206.03,1182.16,1194.47,15587243
2020-09-07,1184.76,1188.68,1159.25,1177.36,36883164
2020-09-08,1194.21,1211.73,1185.84,1200.99,47184451
2020-09-09,1176.96,1184.64,1163.65,1176.59,5226218
2020-09-10,1189.05,1189.36,1172.04,1174.91,23105683
2020-09-11,1181.35,1181.31,1170.23,1178.68,17409955
2020-09-14,1189.4,1188.51,1183.17,1184.86,35310542
2020-09-15,1204.67,1209.9,1191.78,1206.65,25655347
2020-09-16,1205.9,1209.25,1200.11,1202.38,11968031
2020-09-17,1159.66,1165.47,1138.16,1152.65,16460215
2020-09-18,1137.19,1148.42,1145.77,1145.87,35963367
2020-09-21,1158.95,1160.06,1148.04,1159.51,22704796
2020-09-22,1159.21,1175.54,1148.16,1157.19,38278168
2020-09-23,1154.67,1167.35,1151.49,1155.0,31068868
2020-09-24,1162.23,1175.58,1158.75,1165.07,39975693
2020-09-25,1185.91,1177.74,1174.48,1177.69,42915057
2020-09-28,1145.55,1149.74,1127.16,1144.38,34566818
2020-09-29,1140.37,1149.59,1135.02,1144.38,19634037
2020-09-30,1146.77,1146.16,1125.6,1141.15,38553103
2020-10-01,1150.81,1154.39,1134.64,1142.87,11219343
2020-10-05,1113.51,1112.17,1102.38,1107.19,5465802
2020-10-06,1128.61,1140.88,1109.03,1130.96,11854523
2020-10-07,1129.31,1132.87,1127.87,1131.42,47122210
2020-10-08,1133.52,1144.01,1139.13,1139.45,6457668
2020-10-09,1173.48,1188.63,1167.92,1171.99,33042687
2020-10-12,1186.98,1195.65,1175.49,1180.5,17182562
2020-10-13,1155.01,1159.32,1144.97,1151.76,13067932
2020-10-14,1160.6,1153.05,1144.39,1150.52,16281390
2020-10-15,1151.99,1167.04,1158.87,1163.28,42317750
2020-10-16,1165.51,1174.74,1155.76,1164.69,24498180
2020-10-19,1201.82,1200.88,1196.21,1196.84,26140021
2020-10-20,1177.22,1196.61,1179.87,1180.81,46259778
2020-10-21,1197.87,1212.86,1198.83,1204.69,12538437
2020-10-22,1213.85,1221.44,1218.69,1221.22,9167510
2020-10-23,1223.97,1226.54,1209.45,1223.33,31430263
2020-10-27,1222.6,1237.2,1223.5,1230.18,42078609
2020-10-28,1220.22,1216.65,1204.57,1211.3,5760669
2020-10-29,1208.81,1206.08,1205.24,1205.71,45490935
2020-10-30,1215.99,1219.41,1209.76,1217.21,31136237
2020-11-02,1214.18,1215.48,1213.4,1214.67,37950256
2020-11-03,1222.78,1236.63,1200.47,1216.2,38483914
2020-11-04,1244.17,1237.47,1223.06,1235.88,33271296
2020-11-05,1192.94,1207.67,1196.61,1198.54,9826761
2020-11-06,1201.56,1211.25,1197.26,1205.98,21808744
2020-11-09,1238.4,1243.08,1225.81,1240.62,43252147
2020-11-10,1229.66,1248.81,1225.69,1233.51,43146905
2020-11-11,1198.41,1215.39,1199.28,1209.32,22427232
2020-11-12,1197.26,1202.89,1186.24,1202.16,20290586
2020-11-13,1169.21,1174.32,1171.75,1173.34,24059255
2020-11-17,1170.86,1190.15,1174.52,1177.93,44118577
2020-11-18,1179.48,1183.8,1168.0,1176.89,13035211
2020-11-19,1182.51,1184.64,1172.88,1183.25,10484801
2020-11-20,1184.77,1186.19,1175.35,1181.12,39887168
2020-11-23,1179.33,1187.81,1159.78,1185.17,22183680
2020-11-24,1197.85,1203.37,1187.01,1194.07,36053176
2020-11-25,1172.4,1181.74,1163.49,1171.55,32673468
2020-11-26,1175.16,1192.72,1167.16,1178.39,22398048
2020-11-27,1215.72,1208.81,1195.4,1206.05,42453269
2020-12-01,1188.52,1188.53,1182.86,1187.85,29265675
2020-12-02,1190.93,1196.15,1192.38,1194.07,8620966
2020-12-03,1220.87,1220.51,1208.28,1219.16,48695252
2020-12-04,1191.33,1200.9,1196.68,1196.99,44642195
2020-12-07,1211.56,1227.26,1208.44,1212.63,12853987
2020-12-08,1220.95,1209.84,1197.49,1208.69,41197401
2020-12-09,1217.74,1238.82,1223.85,1228.61,24041454
2020-12-10,1209.57,1213.45,1212.5,1212.77,37102110
2020-12-11,1212.06,1223.71,1211.35,1212.96,24494309
2020-12-14,1181.68,1187.44,1179.87,1183.85,15401421
2020-12-15,1189.5,1208.4,1185.15,1192.49,42227865
2020-12-16,1211.58,1208.39,1192.01,1201.41,19227757
2020-12-17,1208.81,1224.44,1207.43,1212.17,12879814
2020-12-18,1224.49,1233.26,1219.2,1222.07,12746550
2020-12-21,1216.91,1237.91,1211.59,1220.65,23779723
2020-12-22,1194.54,1204.04,1186.78,1192.16,9649790
2020-12-23,1217.11,1212.33,1209.18,1211.44,13166738
2020-12-24,1210.61,1215.78,1207.53,1211.06,24780040
2020-12-28,1215.56,1221.59,1215.83,1219.05,10664899
2020-12-29,1215.05,1232.84,1210.03,1215.8,20364588
2020-12-30,1257.63,1268.05,1241.92,1254.27,19718505
2020-12-31,1248.64,1255.86,1239.3,1243.25,6111903
2021-01-01,1233.15,1241.82,1222.82,1231.57,8222653
2021-01-04,1200.69,1202.0,1182.87,1201.17,40964763
2021-01-05,1211.4,1214.27,1193.74,1203.7,24246375
2021-01-06,1235.97,1253.31,1228.23,1239.85,45121522
2021-01-07,1240.14,1250.51,1233.96,1242.7,7627484
2021-01-08,1258.78,1258.67,1240.47,1247.59,25882217
2021-01-11,1266.78,1270.31,1267.27,1267.39,39368373
2021-01-12,1275.25,1279.42,1264.49,1271.06,43300868
2021-01-13,1290.08,1306.31,1287.4,1295.83,21149416
2021-01-14,1330.79,1341.08,1323.52,1324.16,42159484
2021-01-15,1304.45,1326.27,1308.5,1312.0,15618038
2021-01-18,1274.51,1304.82,1275.53,1282.36,6949595
2021-01-19,1302.69,1297.77,1287.02,1296.9,15826536
2021-01-20,1301.62,1319.48,1289.11,1303.98,20889262
2021-01-21,1281.0,1288.37,1270.24,1282.55,42276680
2021-01-22,1271.75,1269.03,1267.32,1269.02,34133212
2021-01-25,1253.75,1262.11,1244.34,1255.57,46150157
2021-01-27,1252.32,1266.48,1250.76,1258.91,6658789
2021-01-28,1275.75,1281.01,1276.99,1279.38,16309885
2021-01-29,1294.98,1304.26,1294.83,1301.32,43110899
2021-02-01,1325.83,1322.8,1317.98,1318.18,7340967
2021-02-02,1320.33,1313.07,1300.62,1312.42,24940004
2021-02-03,1353.72,1367.34,1356.33,1359.43,41418480
2021-02-04,1363.52,1363.84,1357.29,1360.56,43709033
2021-02-05,1350.66,1364.56,1350.3,1352.5,49251405
2021-02-08,1333.01,1329.16,1315.01,1323.35,34002193
2021-02-09,1331.99,1321.25,1298.53,1316.39,17231456
2021-02-10,1330.87,1349.95,1312.74,1326.02,34828213
2021-02-11,1289.45,1304.47,1282.12,1292.77,29605787
2021-02-12,1266.04,1280.65,1264.51,1273.42,13992355
2021-02-15,1265.83,1264.83,1260.45,1264.28,49551148
2021-02-16,1248.0,1252.41,1247.27,1248.97,14340911
2021-02-17,1223.31,1234.0,1225.36,1232.2,49409942
2021-02-18,1255.25,1261.79,1248.86,1254.75,11804603
2021-02-19,1234.89,1232.1,1207.75,1221.98,9986058
2021-02-22,1230.72,1225.78,1209.28,1225.78,9159844
2021-02-23,1229.15,1244.07,1234.5,1236.33,34531075
2021-02-24,1227.01,1230.75,1227.08,1227.12,6611302
2021-02-25,1225.31,1230.84,1215.86,1223.03,34536349
2021-02-26,1225.62,1234.61,1221.7,1222.61,33390921
2021-03-01,1225.27,1237.27,1233.71,1235.38,38107043
2021-03-02,1265.27,1276.69,1265.4,1266.01,42050611
2021-03-03,1241.99,1245.4,1231.06,1240.37,22583460
2021-03-04,1221.42,1236.93,1218.91,1222.56,39123242
2021-03-05,1194.36,1220.95,1204.7,1205.99,25011327
2021-03-08,1205.2,1223.67,1181.79,1206.11,46181540
2021-03-09,1203.45,1198.92,1197.91,1198.75,36709300
2021-03-10,1208.42,1224.77,1189.37,1211.89,43846278
2021-03-12,1196.71,1207.53,1195.41,1199.53,6291364
2021-03-15,1191.11,1186.92,1182.53,1182.84,7268314
2021-03-16,1167.58,1181.67,1160.89,1168.75,29487505
2021-03-17,1171.93,1185.66,1161.02,1171.27,40939927
2021-03-18,1178.59,1200.11,1186.73,1189.68,36399695
2021-03-19,1182.93,1196.52,1183.2,1189.19,45515085
2021-03-22,1191.84,1202.98,1176.73,1178.93,19855295
2021-03-23,1169.44,1165.18,1156.37,1159.84,43285712
2021-03-24,1190.12,1194.24,1182.6,1187.31,18535173
2021-03-25,1141.01,1161.24,1152.36,1154.21,12430672
2021-03-26,1143.46,1152.79,1148.55,1151.12,38229356
2021-03-30,1157.18,1170.87,1154.0,1165.09,22432639
2021-03-31,1153.73,1166.38,1151.82,1161.71,32078520
2021-04-01,1149.32,1160.1,1137.76,1151.54,23059195
2021-04-05,1166.29,1163.48,1150.48,1161.75,48137647
2021-04-06,1138.16,1149.04,1133.94,1141.77,20433829
2021-04-07,1108.59,1110.57,1095.69,1110.31,41862512
2021-04-08,1115.2,1128.76,1102.33,1116.92,30652500
2021-04-09,1104.44,1107.05,1099.29,1099.47,22214690
2021-04-12,1107.03,1114.59,1097.32,1102.11,18888534
2021-04-13,1101.16,1106.57,1100.06,1100.27,15644299
2021-04-15,1112.26,1105.34,1095.06,1105.2,35817976
2021-04-16,1099.4,1112.03,1089.21,1101.51,29644671
2021-04-19,1121.27,1116.06,1109.38,1111.56,28394074
2021-04-20,1096.05,1100.54,1094.41,1099.38,36222598
2021-04-21,1102.5,1120.04,1102.97,1113.46,38611114
2021-04-22,1085.2,1107.25,1088.42,1092.1,20207080
2021-04-23,1105.4,1114.11,1111.52,1112.92,15100175
2021-04-26,1145.52,1153.49,1143.17,1149.78,12744132
2021-04-27,1158.62,1161.23,1127.62,1152.12,44174548
2021-04-28,1178.74,1186.43,1178.74,1181.39,6411897
2021-04-29,1208.06,1238.65,1202.48,1216.3,6133190
2021-04-30,1201.61,1211.66,1202.57,1210.42,17382584
2021-05-03,1211.36,1225.4,1207.71,1211.71,20257819
2021-05-04,1205.41,1197.6,1189.3,1196.29,26874561
2021-05-05,1183.61,1189.1,1176.56,1182.3,40590007
2021-05-06,1192.66,1187.67,1177.7,1187.06,20948472
2021-05-07,1158.67,1157.27,1148.05,1156.35,7483716
2021-05-10,1163.19,1180.55,1166.78,1172.14,38896006
2021-05-11,1179.16,1176.85,1164.62,1175.63,35046046
2021-05-12,1182.03,1196.05,1182.04,1188.8,21506311
2021-05-14,1183.22,1186.56,1169.63,1185.69,10033256
2021-05-17,1194.48,1206.0,1193.65,1198.81,6485737
2021-05-18,1203.3,1217.42,1201.13,1203.92,9144458
2021-05-19,1212.54,1217.66,1210.31,1214.05,13052416
2021-05-20,1229.59,1256.29,1225.93,1231.93,36063022
2021-05-21,1205.69,1224.41,1184.89,1207.36,48598571
2021-05-24,1195.75,1207.51,1191.34,1194.15,47878249
2021-05-25,1237.02,1245.81,1238.63,1238.73,24062519
2021-05-27,1242.14,1258.03,1225.05,1243.21,19073414
2021-05-28,1221.48,1213.98,1201.46,1209.43,20249462
2021-05-31,1182.8,1186.39,1175.17,1176.68,23743256
2021-06-01,1172.69,1177.0,1164.2,1175.62,38297077
2021-06-02,1166.76,1166.72,1159.76,1166.14,43011413
2021-06-03,1151.6,1152.93,1140.05,1151.44,33624666
2021-06-04,1185.29,1190.95,1180.56,1184.82,49132726
2021-06-07,1178.06,1192.94,1177.71,1178.18,49475836
2021-06-08,1194.53,1194.27,1191.95,1194.01,22554491
2021-06-09,1197.64,1204.5,1198.75,1199.15,48611527
2021-06-10,1190.18,1200.34,1190.94,1193.85,34987627
2021-06-11,1170.13,1173.17,1154.35,1172.4,27811013
2021-06-14,1176.88,1189.63,1185.86,1187.18,29184019
2021-06-15,1146.98,1150.06,1142.27,1143.01,15660506
2021-06-16,1162.06,1163.44,1140.85,1159.27,48230892
2021-06-17,1174.12,1166.27,1156.46,1162.43,36440406
2021-06-18,1167.26,1177.08,1165.72,1174.28,7579943
2021-06-21,1172.41,1175.23,1165.92,1174.78,33538576
2021-06-22,1158.65,1152.18,1151.14,1151.93,12144569
2021-06-23,1161.75,1163.91,1154.34,1159.67,33204284
2021-06-24,1185.36,1190.29,1166.32,1175.77,18895107
2021-06-25,1175.72,1181.71,1151.59,1167.11,25574035
2021-06-28,1165.41,1194.01,1179.38,1179.74,25457279
2021-06-29,1187.22,1189.91,1172.65,1185.69,10106840
2021-06-30,1196.16,1198.94,1192.91,1194.59,13859516
2021-07-01,1178.39,1199.7,1169.45,1178.52,39651452
2021-07-02,1200.44,1203.95,1199.51,1203.05,19308647
2021-07-05,1218.55,1220.66,1191.45,1209.11,35757706
2021-07-06,1225.4,1228.25,1215.01,1225.57,14633112
2021-07-07,1199.21,1238.0,1213.74,1218.32,15454596
2021-07-08,1235.1,1243.0,1212.75,1237.84,38765972
2021-07-09,1242.59,1232.23,1225.43,1229.85,18020367
2021-07-12,1205.9,1215.99,1200.69,1212.67,48881399
2021-07-13,1255.0,1249.22,1243.88,1247.41,48425775
2021-07-14,1206.69,1213.84,1188.16,1200.43,36519839
2021-07-15,1256.61,1258.73,1251.28,1258.22,43690243
2021-07-16,1273.92,1277.59,1263.98,1272.72,47620901
2021-07-19,1266.26,1273.72,1262.92,1266.7,21768761
2021-07-20,1270.32,1278.48,1258.15,1273.68,30459060
2021-07-22,1284.07,1294.23,1280.43,1288.38,19447688
2021-07-23,1291.02,1286.78,1278.53,1281.91,32612944
2021-07-26,1322.89,1332.83,1323.89,1324.04,15492236
2021-07-27,1350.47,1364.06,1341.94,1355.7,17304069
2021-07-28,1419.14,1421.09,1406.98,1415.25,34458266
2021-07-29,1390.98,1407.37,1363.37,1388.02,6301609
2021-07-30,1382.83,1395.26,1382.06,1393.22,48099236
2021-08-02,1358.33,1368.33,1350.03,1362.72,12456102
2021-08-03,1327.95,1353.82,1329.95,1339.33,41775658
2021-08-04,1349.73,1333.56,1331.5,1332.74,49068631
2021-08-05,1324.16,1336.3,1316.37,1326.57,17586312
2021-08-06,1330.29,1346.94,1328.24,1334.81,43887288
2021-08-09,1329.52,1335.04,1325.77,1332.85,11534761
2021-08-10,1345.22,1366.22,1331.83,1350.31,41567434
2021-08-11,1356.37,1371.97,1348.61,1357.61,48016226
2021-08-12,1402.41,1397.23,1384.15,1393.8,34935772
2021-08-13,1413.39,1436.92,1411.71,1412.7,46579399
2021-08-16,1376.86,1403.94,1383.94,1386.48,33593424
2021-08-17,1375.73,1399.67,1379.94,1383.67,13155531
2021-08-18,1383.56,1385.31,1381.22,1382.35,48493108
2021-08-20,1386.7,1393.91,1391.43,1392.5,35672476
2021-08-23,1415.52,1422.1,1412.71,1416.87,11890801
2021-08-24,1442.53,1440.22,1411.56,1423.7,34988465
2021-08-25,1430.07,1443.85,1434.23,1437.3,23851351
2021-08-26,1401.44,1425.66,1410.4,1411.65,5584141
2021-08-27,1396.51,1408.33,1393.69,1401.7,8567867
2021-08-30,1347.01,1365.19,1352.27,1359.24,35704906
2021-08-31,1378.07,1380.17,1349.6,1369.26,27862690
2021-09-01,1380.05,1388.92,1373.91,1388.1,45726736
2021-09-02,1352.61,1385.8,1356.16,1359.23,47922938
2021-09-03,1353.99,1372.88,1355.83,1363.08,29313398
2021-09-06,1349.75,1378.27,1352.08,1361.26,10392922
2021-09-07,1398.06,1404.06,1397.11,1398.44,31642934
2021-09-08,1373.67,1391.9,1378.59,1378.85,45682427
2021-09-09,1386.89,1406.3,1395.67,1399.52,24722753
2021-09-10,1422.88,1445.49,1396.88,1425.53,12710609
2021-09-13,1424.12,1428.76,1418.59,1421.52,35132173
2021-09-14,1425.43,1441.9,1414.11,1428.59,25326017
2021-09-15,1458.01,1463.24,1441.48,1453.65,29533977
2021-09-16,1440.64,1436.71,1426.55,1428.51,10867602
2021-09-17,1424.96,1428.52,1405.02,1419.18,20227945
2021-09-20,1425.37,1428.53,1422.32,1423.83,42050523
2021-09-21,1477.25,1482.58,1445.09,1471.28,48355804
2021-09-22,1478.59,1474.63,1456.33,1462.31,36778410
2021-09-23,1445.97,1459.82,1443.8,1456.47,30826491
2021-09-24,1497.68,1503.86,1490.48,1492.96,32013736
2021-09-27,1501.72,1513.74,1507.98,1509.24,28960175
2021-09-28,1564.29,1567.81,1550.04,1562.4,32215321
2021-09-29,1579.69,1613.07,1574.45,1590.2,22134074
2021-09-30,1592.96,1595.08,1569.74,1586.96,15939524
2021-10-01,1582.32,1595.94,1573.78,1580.11,32669774
2021-10-04,1571.43,1576.82,1553.72,1559.74,38874541
2021-10-05,1525.57,1532.51,1513.52,1527.64,49803999
2021-10-06,1534.1,1540.12,1530.07,1536.43,13627635
2021-10-07,1550.03,1556.57,1537.07,1552.3,32700136
2021-10-08,1590.67,1576.73,1564.05,1571.33,19872323
2021-10-11,1573.67,1577.71,1542.76,1568.7,48076340
2021-10-12,1628.49,1647.74,1614.52,1617.61,44329204
2021-10-13,1588.67,1588.71,1575.11,1582.94,9430819
2021-10-14,1552.96,1559.04,1537.73,1546.14,14944915
2021-10-18,1515.07,1529.72,1514.97,1526.33,28489178
2021-10-19,1522.66,1533.99,1521.98,1526.93,41150932
2021-10-20,1495.93,1506.67,1478.33,1500.59,7299963
2021-10-21,1533.83,1539.16,1517.75,1533.38,7891455
2021-10-22,1514.93,1519.31,1513.26,1515.71,30901382
2021-10-25,1481.9,1495.16,1484.12,1493.91,26073838
